Name,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
0.007762117,2,2,1,1,1,1,2,1,3,3
0.414452273,4,4,2,4,3,1,3,1,1,1
0.245153962,2,1,3,4,4,1,1,2,4,1
0.767284437,1,4,4,2,3,1,1,4,3,2
0.303752385,2,4,1,4,2,3,2,2,3,2
0.94728128,4,1,4,1,2,1,3,2,3,2
0.015576262,4,1,3,3,4,2,4,1,4,2
0.857627374,4,4,4,4,2,3,3,3,3,3
0.70099403,4,3,1,2,2,1,4,4,1,4
0.208158538,2,3,2,1,4,4,4,3,2,3
0.553427407,4,4,3,1,3,4,3,4,4,2
0.801577638,3,3,2,1,1,3,4,3,2,3
0.474378273,3,4,3,1,2,3,4,3,4,1
0.428764737,2,1,2,4,2,3,4,4,2,1
0.685035076,3,2,2,2,4,3,4,2,2,3
0.813490725,2,2,1,3,3,4,2,1,4,1
0.574849246,1,1,2,4,2,4,2,3,1,3
0.81864327,2,4,2,3,1,4,4,3,4,1
0.583875892,3,2,4,3,2,4,1,3,2,2
0.612325181,3,2,1,4,1,1,4,2,2,1
0.813671399,1,4,4,1,2,4,2,1,3,4
0.855192526,1,3,1,4,1,4,3,1,4,4
0.608715761,3,1,3,4,2,4,4,4,1,3
0.816059275,2,3,2,4,1,4,4,4,4,2
0.00255643,2,2,1,3,1,3,2,1,4,4
0.973268627,1,1,3,3,3,2,1,1,4,4
0.617614165,4,3,4,1,1,2,3,4,1,4
0.020651899,4,4,4,4,1,3,2,3,4,1
0.167333629,4,4,3,3,3,1,4,4,2,2
0.393516749,4,2,3,3,3,3,1,4,2,3
0.2359866,2,4,2,3,3,4,4,2,4,2
0.61964251,1,1,1,2,2,2,3,4,4,1
0.383539775,4,4,1,3,2,1,3,1,4,4
0.484788389,2,3,3,1,4,2,4,1,1,1
0.287739241,3,4,4,2,4,1,1,2,2,2
0.873095765,4,2,3,2,1,4,1,3,1,1
0.045851365,3,3,4,4,3,1,4,1,3,1
0.871475035,2,3,4,2,4,4,2,3,1,2
0.170970455,1,4,4,2,1,1,1,1,3,3
0.55601622,1,4,1,3,3,4,2,2,1,2
0.28378504,1,1,3,4,2,3,4,3,4,2
0.493696156,4,2,4,2,2,3,4,4,2,3
0.876759977,2,3,3,2,2,1,1,4,3,2
0.216711675,1,2,2,4,2,4,2,3,2,4
0.991623032,2,3,3,4,3,1,2,4,2,1
0.278333873,4,3,1,4,2,2,1,1,1,1
0.236555358,2,2,1,3,4,4,3,2,3,2
0.439409563,2,4,2,3,4,1,2,3,2,3
0.351187555,1,4,3,1,4,3,1,3,2,1
0.262488596,2,4,1,3,4,4,3,2,3,1
0.667016329,3,2,2,2,2,1,4,3,4,3
0.382750736,4,3,1,2,3,3,1,2,4,3
0.394458759,4,1,1,2,1,2,1,4,2,1
0.997572922,2,2,3,3,4,3,4,1,4,2
0.674749899,1,3,3,2,4,3,4,2,1,2
0.65834148,3,1,4,4,1,2,3,2,3,1
0.035150365,3,2,2,2,4,1,3,1,2,2
0.911429126,3,3,2,1,2,4,1,3,3,2
0.381010858,4,1,3,2,4,2,4,1,2,3
0.295034949,4,1,1,3,1,3,3,3,1,2
0.082366347,2,4,4,2,2,1,2,1,3,2
0.40107728,3,1,4,1,1,2,2,3,4,2
0.804710238,1,3,4,3,1,4,4,1,4,4
0.891585436,1,2,1,2,1,2,3,1,4,2
0.819090177,1,3,3,4,1,3,3,3,1,3
0.938953833,1,3,2,1,2,1,1,3,2,2
0.438123642,1,3,4,4,4,3,4,1,3,2
0.732355732,1,4,3,2,1,4,1,2,2,2
0.143692266,3,3,1,4,4,2,1,4,2,4
0.772295736,3,4,2,4,2,2,4,1,1,3
0.650855306,2,3,1,2,4,3,2,2,3,4
0.459114127,2,4,4,1,1,2,1,2,2,4
0.580708352,2,2,2,1,4,2,4,3,2,2
0.079932478,2,1,2,4,1,4,4,3,4,2
0.170315503,2,4,4,2,2,1,4,4,3,2
0.069519996,2,1,3,4,1,2,2,3,3,3
0.589219632,4,1,2,2,2,1,1,2,3,4
0.608755268,4,1,1,1,1,4,3,2,3,3
0.34219737,3,1,1,1,4,1,4,1,2,3
0.829007773,2,3,4,3,4,3,4,1,3,4
0.345329304,3,3,3,3,4,4,3,3,2,1
0.209185308,3,2,4,1,2,2,2,3,2,2
0.937727233,3,3,4,1,4,2,2,1,1,1
0.910832833,2,3,3,4,3,2,4,4,1,4
0.571624118,2,1,1,4,3,2,2,1,1,4
0.092399886,2,2,1,1,1,3,2,3,4,1
0.940598668,1,1,4,4,3,4,1,4,1,1
0.003456397,2,3,2,1,2,4,2,3,1,4
0.239704617,1,2,1,2,4,4,1,2,2,2
0.073344524,1,4,3,2,4,1,1,2,3,4
0.355688132,2,3,2,2,1,4,1,3,1,4
0.658719055,3,4,2,3,3,3,3,4,3,2
0.966565002,1,3,2,4,3,2,3,4,3,3
0.913048576,3,1,2,2,1,3,4,3,2,4
0.783943218,1,3,4,2,3,3,1,1,2,3
0.936024468,1,3,3,2,3,4,3,1,3,2
0.179133768,4,2,1,4,1,2,2,1,4,1
0.269042483,3,1,2,1,3,4,1,1,2,2
0.929214612,1,3,3,4,2,4,2,4,4,2
0.772561453,3,3,2,1,3,4,3,1,4,3
0.554888807,1,1,1,3,1,2,2,2,2,1
0.787091133,2,4,4,1,1,2,1,3,1,3
0.225709485,3,3,1,4,1,2,1,3,3,1
0.091317159,1,1,1,3,2,3,1,2,1,3
0.435272976,4,4,2,2,2,4,4,1,1,3
0.43122707,3,4,3,1,3,4,4,1,2,1
0.09617415,4,3,4,4,2,4,1,1,1,1
0.232202302,2,4,2,4,2,4,1,1,3,2
0.672852032,2,1,2,1,1,2,2,3,4,3
0.383102963,3,2,1,4,4,1,4,3,2,2
0.544890938,1,2,2,3,2,3,1,4,4,3
0.975659377,3,1,2,2,1,1,3,2,3,2
0.206473627,2,4,1,2,1,2,1,1,3,2
0.90358006,1,3,3,1,3,3,3,1,3,1
0.374438594,4,4,1,3,4,2,2,2,4,2
0.965852305,1,2,2,3,2,4,1,4,1,3
0.195130726,2,3,3,1,4,3,4,4,2,2
0.028667458,3,1,4,4,3,4,4,1,1,2
0.700504646,3,1,4,2,3,2,4,3,4,4
0.097215909,1,1,2,2,4,1,3,3,3,4
0.207480058,1,2,4,1,3,1,2,1,1,2
0.003975533,3,3,1,2,4,2,1,1,2,4
0.342042381,3,2,1,2,1,2,3,1,1,2
0.701701358,2,2,1,3,2,4,3,4,1,3
0.443190776,4,1,2,2,2,1,4,2,2,1
0.047515848,3,2,3,3,4,3,4,2,2,1
0.701932615,3,1,1,3,3,3,1,4,2,3
0.072134872,1,1,2,1,2,2,1,4,1,3
0.996314141,3,4,4,1,1,4,4,3,2,4
0.531679433,3,2,2,3,2,3,4,3,4,2
0.184290976,1,1,3,2,1,3,3,2,1,4
0.262313989,1,2,3,1,1,2,3,4,3,1
0.251954412,1,3,2,3,4,4,2,1,3,2
0.454275619,2,4,4,3,2,3,4,1,4,3
0.829722682,4,1,1,4,4,1,1,2,1,2
0.377798257,3,2,3,3,3,3,1,4,2,1
0.907544611,3,4,3,4,4,3,2,4,1,4
0.631015171,1,4,3,2,4,3,1,3,3,3
0.050351859,4,1,3,2,3,1,1,2,4,3
0.584705347,3,1,4,4,3,4,4,4,1,1
0.401115546,4,1,1,4,1,3,1,3,2,1
0.238662752,1,3,4,4,3,3,2,3,2,2
0.154036257,4,3,4,1,1,2,3,3,2,2
0.970874786,3,1,4,4,1,3,3,1,4,3
0.804936416,4,3,1,3,2,3,4,1,1,2
0.250101973,1,2,3,4,3,1,1,4,1,4
0.27382509,1,4,3,2,3,4,2,1,1,3
0.867168516,2,1,1,4,4,4,3,2,4,2
0.982006213,2,3,4,2,3,3,4,4,2,1
0.450208695,2,1,3,2,4,4,4,1,3,1
0.327380038,4,3,2,4,2,3,4,1,3,4
0.149067823,4,1,4,4,3,2,1,3,4,2
0.526206842,1,2,1,3,2,2,3,2,4,2
0.405726115,4,4,4,1,2,2,1,2,2,2
0.722839448,1,2,3,4,2,1,2,1,4,3
0.644769897,4,1,3,2,1,3,1,1,1,3
0.57995188,3,1,2,1,3,3,1,4,1,3
0.558611133,2,1,2,2,2,3,3,3,2,4
0.828112173,1,2,2,1,2,2,3,4,2,2
0.547102134,3,1,4,1,4,3,1,3,4,2
0.519647471,2,4,3,4,3,3,4,2,2,2
0.453942403,3,2,2,2,2,3,2,3,4,3
0.155076211,1,2,4,3,2,2,2,2,4,4
0.035155297,1,2,4,4,1,2,3,3,4,1
0.133440574,1,4,4,3,2,3,3,4,1,1
0.05111238,4,3,3,2,4,3,1,2,2,4
0.94220674,3,3,3,2,3,4,3,4,4,4
0.921070306,1,3,1,3,2,4,3,1,3,1
0.876288188,1,3,3,4,1,1,4,4,3,3
0.509287029,2,2,1,1,2,3,2,2,4,4
0.78124556,1,3,1,3,1,3,2,1,1,3
0.994532511,3,4,4,2,3,2,3,4,1,2
0.312182359,3,4,1,1,2,4,3,3,1,4
0.266774301,4,3,1,1,1,1,4,3,1,1
0.792487068,2,4,2,1,3,3,1,1,4,4
0.827239746,1,2,2,1,2,4,3,1,4,3
0.077226655,3,4,2,4,3,1,4,4,1,4
0.729059938,3,2,1,2,1,2,2,2,4,1
0.00639669,4,1,4,3,2,1,4,1,3,1
0.546925856,2,3,1,4,3,3,4,2,4,4
0.420959414,3,4,1,2,2,4,3,2,1,1
0.582392788,3,1,3,1,1,4,4,3,2,1
0.000838029,2,4,2,1,1,1,2,4,3,2
0.837102164,2,4,4,1,2,4,2,4,3,1
0.91123155,1,1,3,4,2,2,4,3,2,3
0.364361256,4,2,1,1,1,3,3,3,3,3
0.92685351,1,2,4,3,2,3,2,4,4,2
0.024678996,3,2,3,4,3,2,4,4,2,2
0.193222721,3,4,1,1,2,3,1,1,3,1
0.047847026,4,4,1,2,1,1,4,4,3,1
0.993633561,2,1,3,4,3,3,1,1,4,4
0.346067094,4,1,3,2,4,3,3,3,1,4
0.175526222,1,1,2,4,3,4,3,2,2,4
0.48217485,4,4,1,3,1,3,2,4,1,3
0.315035227,3,4,1,1,2,1,1,3,1,3
0.618481979,2,2,2,2,4,2,4,1,2,2
0.14018647,4,1,2,2,1,3,2,1,3,1
0.213748755,3,2,3,1,1,3,1,4,3,3
0.720681399,1,1,4,2,4,4,1,3,2,1
0.846187221,1,2,3,4,1,4,3,4,2,4
0.054372075,3,1,4,3,1,1,1,2,3,3
0.247828446,3,3,1,1,1,3,2,2,3,1
0.261048106,2,3,2,4,4,3,1,4,3,2
0.119980925,2,2,3,2,3,1,1,2,4,4
0.288845175,1,4,1,2,3,2,4,1,4,1
0.092414186,2,4,4,3,4,3,1,4,4,3
0.378923886,1,4,1,1,2,1,2,2,3,2
0.298923519,1,1,1,2,3,3,2,2,2,2
0.661256561,3,4,1,3,4,2,1,1,2,4
0.794134144,3,3,1,3,1,4,1,1,1,2
0.751450313,1,4,1,3,2,4,1,2,1,3
0.678305022,3,2,2,2,2,2,4,1,3,1
0.865838398,2,3,4,3,1,2,2,1,4,4
0.646251969,1,2,3,2,1,1,4,1,1,3
0.231410217,2,1,2,4,4,3,3,4,1,2
0.316364064,4,1,1,4,1,2,2,3,1,4
0.277786693,1,1,3,2,4,2,3,4,3,1
0.771489009,1,2,4,1,3,3,2,4,1,1
0.495000781,1,4,3,2,1,2,2,1,2,2
0.2911683,3,2,3,3,1,1,3,1,3,3
0.353133473,1,3,4,3,2,4,2,2,1,2
0.27303585,4,4,4,3,1,2,3,1,3,3
0.065903294,3,4,3,1,4,4,3,4,4,4
0.230255503,2,3,3,2,1,2,3,3,1,4
0.246954506,1,3,3,4,4,2,1,4,2,4
0.683532429,1,4,1,2,1,4,2,4,1,3
0.01402046,3,4,4,4,4,4,2,1,3,1
0.078273328,3,1,3,3,4,3,2,3,1,1
0.271807415,3,3,1,2,2,2,1,2,4,4
0.106586203,2,1,2,3,4,2,2,1,2,1
0.260399024,3,2,4,2,4,1,3,1,1,1
0.196017941,1,3,1,2,2,4,3,1,2,2
0.954403897,2,1,1,1,4,3,4,2,1,2
0.731843757,2,4,3,3,3,2,3,1,2,1
0.951568955,1,4,2,1,4,4,2,4,4,2
0.381626609,1,3,4,3,4,3,4,3,4,1
0.525007788,4,1,1,4,1,3,2,4,3,2
0.01120625,2,4,2,2,3,1,2,2,3,3
0.569481337,4,4,2,3,4,4,1,2,2,1
0.13285358,2,2,4,4,2,2,3,2,3,1
0.001874775,1,3,4,1,4,4,3,3,3,3
0.281245803,3,4,2,4,4,1,1,3,4,2
0.220809148,1,3,2,2,3,4,2,2,2,4
0.805245915,1,4,3,2,2,4,4,3,4,1
0.730559983,2,2,4,1,2,4,2,3,4,4
0.252779871,1,4,4,1,3,4,3,1,4,4
0.989468249,1,1,4,3,3,2,2,1,1,2
0.414682358,4,2,1,3,4,3,3,2,1,3
0.97988259,1,4,4,4,4,4,2,1,3,3
0.329251882,1,1,4,4,1,4,3,1,2,4
0.968968914,4,2,3,1,3,4,2,3,2,3
0.11146441,4,3,2,3,3,1,1,4,2,3
0.823889457,4,2,4,4,4,1,1,4,1,3
0.100027214,4,3,1,3,1,2,1,3,2,2
0.328316244,4,1,1,2,2,3,1,3,3,3
0.605843569,2,1,2,1,2,4,4,1,1,2
0.988496967,4,1,1,1,2,2,1,3,2,3
0.641332959,4,2,3,3,4,4,2,1,2,2
0.706197087,4,1,3,3,2,2,4,2,2,2
0.507981096,2,3,3,3,4,4,2,3,2,4
0.663543458,2,1,3,2,3,2,2,3,4,1
0.078156395,4,1,1,4,4,3,1,2,2,4
0.026195158,2,1,3,1,1,2,3,3,3,2
0.445259499,4,1,2,4,2,2,1,1,1,2
0.652430327,4,1,4,2,3,3,4,1,3,4
0.578390791,1,4,3,2,1,4,4,1,1,4
0.8742991,4,1,2,2,1,2,1,4,3,2
0.659640874,1,3,3,3,1,4,2,4,1,2
0.78650829,2,4,2,3,2,4,4,2,3,2
0.482618849,1,3,3,1,3,2,3,4,3,1
0.262040685,3,2,1,3,2,3,1,1,4,4
0.453854848,2,2,2,3,3,3,4,1,1,3
0.821702209,3,1,3,1,2,3,3,4,3,2
0.274311891,1,2,3,4,3,3,1,1,3,1
0.455734503,4,4,3,1,4,1,2,1,2,4
0.906118128,4,2,2,2,4,1,1,4,3,4
0.48956369,4,4,2,3,2,2,2,4,1,1
0.082659687,4,1,1,1,2,3,1,1,2,4
0.878030376,3,2,3,2,3,3,1,2,3,3
0.243092836,2,1,1,4,3,4,4,2,3,4
0.561709613,2,1,1,2,4,2,3,1,2,1
0.715156431,3,4,3,3,4,1,3,2,1,2
0.418573901,2,3,4,1,1,4,1,1,2,2
0.161785847,3,3,4,2,2,3,4,1,2,1
0.656209573,4,2,2,4,2,1,1,1,1,3
0.706258367,1,4,2,4,2,3,3,2,4,1
0.666092841,3,3,3,1,4,2,4,2,3,4
0.392251803,3,4,3,3,4,1,3,1,3,4
0.631241499,1,3,4,4,1,1,2,2,4,4
0.104299819,2,3,3,4,3,2,1,2,3,2
0.491245821,2,3,1,1,2,3,4,1,1,4
0.435357199,3,4,1,2,4,4,4,4,2,4
0.181572343,3,2,1,3,3,2,3,2,1,3
0.226298818,1,2,4,1,4,3,4,2,4,1
0.692541279,2,2,2,2,1,1,3,2,3,2
0.484367631,2,4,1,4,2,4,1,4,2,4
0.859288703,2,2,1,4,4,4,4,1,1,1
0.725845996,3,2,2,1,3,4,1,2,1,1
0.228379628,2,3,1,1,4,3,4,2,1,3
0.573466822,2,3,1,4,3,2,4,2,3,4
0.63189192,2,2,2,1,4,1,2,4,2,2
0.27245488,1,1,4,1,4,2,1,3,2,3
0.399858027,4,2,2,4,3,1,1,1,2,4
0.211492986,1,1,2,3,2,4,4,2,4,1
0.284811271,1,4,1,4,1,1,1,4,1,2
0.013668983,2,4,2,4,1,2,1,3,3,4
0.652909631,3,2,2,1,3,3,3,2,1,4
0.155229559,3,3,1,4,2,1,3,3,3,1
0.879113669,2,4,2,3,4,1,2,1,1,2
0.438484094,4,2,2,3,4,4,3,3,4,3
0.407069155,3,1,3,4,2,2,4,4,3,2
0.432606237,2,3,2,2,2,1,2,4,4,1
0.047998925,1,2,4,4,3,1,4,1,4,3
0.683488175,1,1,3,1,3,1,1,3,3,2
0.796414622,2,3,4,3,4,1,1,1,1,3
0.599601166,3,3,1,1,1,1,2,4,1,1
0.330251158,4,4,3,1,2,1,1,1,4,1
0.098941127,3,2,1,4,3,3,3,3,1,3
0.301711377,3,1,1,3,3,1,2,3,1,3
0.593580476,3,4,2,2,1,1,3,3,3,2
0.386192259,3,3,2,1,1,4,2,3,3,2
0.085545453,3,1,3,1,4,3,4,4,3,1
0.639391674,2,4,4,3,4,1,2,3,3,2
0.137294033,2,4,3,1,2,4,2,2,1,1
0.641041759,2,1,2,1,1,1,2,4,1,3
0.796813588,4,2,1,2,4,4,4,1,4,2
0.932166034,2,1,1,2,4,3,1,3,1,3
0.533183588,2,1,4,1,3,1,3,4,1,4
0.815872575,2,3,1,4,1,1,2,2,1,2
0.159861218,4,2,4,1,1,3,1,3,4,4
0.500732255,2,3,3,1,1,2,4,1,4,3
0.432920155,2,2,3,2,3,3,2,4,1,4
0.294121,1,3,2,4,2,2,2,4,3,3
0.166750339,3,2,4,1,2,4,4,4,3,3
0.429916157,1,4,1,2,2,1,3,4,1,3
0.830359131,1,1,4,4,2,3,2,3,2,4
0.212511509,1,3,1,1,1,4,1,2,2,4
0.233506975,3,1,3,3,4,1,1,3,2,2
0.120303753,2,2,3,4,2,3,2,2,2,2
0.428693887,4,2,4,4,2,1,3,4,3,4
0.793577733,1,3,4,3,1,1,4,3,4,1
0.319679632,2,2,4,1,2,4,1,4,3,3
0.781365496,4,2,2,2,2,4,1,3,4,2
0.087690297,1,4,3,1,1,2,1,2,1,3
0.883039672,4,1,3,4,4,2,4,3,2,1
0.78868879,1,4,3,2,1,4,2,1,3,3
0.776765268,2,4,2,2,1,4,3,1,1,3
0.162226495,1,3,4,3,2,2,2,2,2,3
0.654586151,4,3,1,4,4,2,4,3,2,2
0.505510372,1,4,2,2,3,2,2,3,2,4
0.879052677,1,4,3,1,3,1,4,1,4,3
0.492337721,1,1,2,3,1,4,1,3,1,1
0.974201282,4,3,3,1,1,1,4,4,4,1
0.592823193,2,3,2,2,3,3,3,3,3,2
0.618065093,4,2,4,3,1,3,1,4,4,2
0.335624511,1,1,2,3,2,1,2,4,4,1
0.250839787,4,3,2,4,3,3,2,1,4,3
0.121077259,3,1,2,4,2,3,2,4,3,2
0.904293279,3,4,2,2,3,2,4,2,4,1
0.503383896,3,3,2,4,3,1,4,3,3,2
0.78168697,1,3,2,2,3,4,1,1,1,4
0.624839455,4,1,3,4,1,2,4,2,2,2
0.106200181,3,2,2,2,4,2,4,3,1,3
0.266898479,2,2,1,1,2,3,4,2,1,4
0.040539617,2,3,3,1,2,3,4,3,2,2
0.894786666,1,3,1,1,4,2,4,4,1,4
0.817737683,1,3,2,4,4,2,4,1,4,1
0.763020436,2,1,1,1,4,3,2,1,2,3
0.089790647,1,2,1,1,1,2,4,2,3,3
0.221778732,1,3,3,3,2,2,2,3,1,4
0.175517904,3,3,4,3,2,1,1,3,3,1
0.529356617,3,3,4,3,2,1,4,1,4,2
0.247349923,1,2,2,3,4,2,1,4,2,1
0.055176484,4,3,4,1,3,2,1,3,1,4
0.661346495,3,3,4,2,3,2,1,2,2,1
0.079190001,3,1,1,2,2,4,2,3,4,3
0.724684862,2,2,2,2,3,2,2,1,4,1
0.691985168,2,4,4,1,1,1,1,4,3,4
0.566237414,1,2,2,4,4,3,1,4,1,3
0.099532858,4,3,3,3,4,4,2,2,3,1
0.125605844,1,1,2,3,1,4,2,3,4,4
0.358049611,4,3,1,4,3,1,3,1,1,1
0.994085352,3,4,3,2,3,4,4,3,4,2
0.319881685,2,1,4,3,3,3,4,4,3,2
0.805980123,1,2,3,2,3,3,2,3,3,4
0.635819663,4,3,3,4,1,1,2,1,2,3
0.114229002,3,4,3,3,2,2,4,1,3,2
0.463808728,1,3,3,2,4,3,3,2,4,2
0.641112857,3,2,2,2,2,1,1,3,1,1
0.478664654,1,4,3,4,1,1,4,4,4,1
0.43301331,2,4,1,4,4,3,2,4,3,3
0.48221868,3,4,4,4,2,1,2,3,3,4
0.785513756,3,4,4,2,4,2,1,3,1,1
0.620718925,1,2,3,4,2,2,4,1,1,1
0.282094069,3,4,2,2,3,3,1,3,1,4
0.240706592,1,3,3,2,1,3,1,4,2,2
0.448649343,1,3,2,1,1,4,2,2,2,2
0.796481289,3,4,1,3,1,4,3,2,1,4
0.138375531,4,1,4,4,2,4,1,1,1,2
0.276110703,2,3,1,1,3,2,1,1,4,4
0.506009675,2,2,4,2,2,1,2,1,4,4
0.823775122,2,1,3,3,3,4,4,2,1,4
0.801549911,2,3,2,3,3,3,2,3,3,2
0.721433568,2,4,1,4,4,1,3,2,4,3
0.456051231,2,1,1,3,1,4,3,4,2,1
0.200576556,1,4,4,3,4,4,4,4,1,2
0.658594421,1,1,1,2,2,4,2,2,4,1
0.507838438,2,1,1,1,2,2,4,4,4,3
0.905177037,1,4,2,3,2,4,2,4,1,4
0.92748788,2,3,4,2,4,2,1,3,2,2
0.843047303,2,2,1,2,2,3,3,2,1,4
0.08354579,4,4,2,2,1,1,4,1,2,3
0.565337614,3,1,3,2,3,3,2,3,1,4
0.038462298,3,2,3,1,3,1,1,4,1,4
0.795901352,4,1,1,3,1,4,4,2,3,3
0.012972886,4,1,1,3,3,1,2,1,4,4
0.972249518,3,3,1,2,3,1,4,4,2,4
0.323748456,2,4,1,2,4,1,1,2,1,2
0.105104969,1,1,1,1,2,3,3,4,3,1
0.84756219,1,2,3,3,1,3,2,2,1,2
0.68095704,4,4,4,3,3,1,1,4,2,1
0.225271462,3,2,4,3,1,3,2,1,1,3
0.673527053,2,1,2,1,1,1,1,1,1,4
0.00853448,2,1,2,4,3,3,1,3,1,4
0.250500049,1,3,4,3,1,4,1,1,3,4
0.831552566,4,4,3,2,4,4,3,3,4,4
0.033231436,2,2,1,3,4,1,1,1,4,4
0.490312305,2,3,4,2,3,4,3,4,1,3
0.239674458,2,1,4,3,3,4,3,2,3,1
0.896181351,2,3,3,1,1,2,2,1,2,4
0.003614172,2,4,3,3,4,4,2,2,2,1
0.368645863,2,2,1,2,1,4,1,1,1,4
0.175502392,4,4,3,4,2,1,1,4,4,1
0.218411565,4,1,4,1,4,2,3,3,3,3
0.721386733,2,3,3,1,3,3,3,3,1,4
0.01041341,1,1,3,1,2,1,1,4,2,1
0.625446619,2,4,3,1,4,1,1,3,2,4
0.365184168,4,3,3,3,2,3,2,2,1,1
0.249218455,1,2,4,4,4,3,4,3,1,2
0.905682966,3,4,3,1,1,1,2,2,2,1
0.227809253,1,1,1,4,4,2,2,4,4,3
0.870484393,2,4,3,1,4,1,1,4,4,3
0.876244026,2,3,4,3,3,1,4,1,4,1
0.705571075,2,2,2,4,4,4,1,2,4,3
0.874683406,3,4,4,3,3,4,1,1,4,3
0.925431966,3,1,2,4,2,1,4,4,1,1
0.188089593,3,1,1,4,4,1,3,3,4,1
0.036357422,2,4,4,1,1,2,4,4,2,2
0.721012729,2,3,3,4,3,1,1,3,3,3
0.514909053,2,4,1,3,4,4,3,2,4,4
0.75241254,2,4,2,2,4,1,1,1,4,3
0.287213523,2,1,1,1,3,3,2,2,4,4
0.954214697,4,4,2,2,1,1,3,2,4,2
0.736771827,2,2,1,1,4,3,4,4,3,1
0.034718757,2,4,4,4,4,1,3,4,1,3
0.425462032,2,4,1,4,2,1,2,3,4,3
0.916022277,3,2,4,4,2,1,4,3,3,2
0.868452482,2,1,1,4,4,4,4,1,4,3
0.851286258,4,3,2,1,2,4,3,1,3,3
0.801274378,2,1,4,1,1,2,3,4,2,1
0.177339749,2,4,3,2,1,2,3,4,2,4
0.633770921,1,2,2,1,3,4,2,2,2,2
0.42293778,2,3,1,2,2,1,2,4,1,3
0.614155475,2,4,1,4,1,4,4,2,3,4
0.839128091,2,2,2,2,2,1,1,3,4,2
0.575268734,2,4,1,4,3,2,3,2,4,4
